1.21732e+03 1.00000e+00
1.42404e+03 1.00000e+00
1.55619e+03 1.00000e+00
1.66872e+03 9.81093e-01
1.76023e+03 9.85108e-01
1.85172e+03 9.83333e-01
1.93755e+03 9.88057e-01
2.01353e+03 9.91547e-01
2.09055e+03 9.91278e-01
2.16437e+03 9.97972e-01
2.23056e+03 1.00806e+00
2.29547e+03 1.00141e+00
2.36665e+03 9.82396e-01
2.43182e+03 9.83855e-01
2.49683e+03 9.79634e-01
2.56129e+03 9.98037e-01
2.62429e+03 9.94678e-01
2.68985e+03 9.85412e-01
2.75882e+03 9.86654e-01
2.81584e+03 9.90311e-01
2.88204e+03 9.88615e-01
2.94652e+03 9.86698e-01
3.02139e+03 9.89845e-01
3.09047e+03 9.87221e-01
3.16121e+03 9.95213e-01
3.23402e+03 9.84004e-01
3.30668e+03 9.90387e-01
3.38313e+03 9.85184e-01
3.45805e+03 9.92387e-01
3.53568e+03 9.92435e-01
3.60236e+03 9.93945e-01
3.67632e+03 9.91256e-01
3.75892e+03 9.80183e-01
3.84651e+03 9.80584e-01
3.93489e+03 9.81494e-01
4.01344e+03 9.89903e-01
4.09368e+03 9.89652e-01
4.18414e+03 9.91488e-01
4.27544e+03 9.82979e-01
4.37145e+03 9.88771e-01
4.46440e+03 9.89350e-01
4.56951e+03 9.94173e-01
4.66001e+03 1.00188e+00
4.76354e+03 1.00550e+00
4.87314e+03 9.99259e-01
5.00055e+03 1.00504e+00
5.13067e+03 1.00802e+00
5.26341e+03 1.01128e+00
5.40712e+03 1.00529e+00
5.55098e+03 1.00681e+00
5.68410e+03 1.00694e+00
5.84104e+03 1.00885e+00
5.99389e+03 9.94368e-01
6.15188e+03 9.94027e-01
6.31838e+03 1.00633e+00
6.49136e+03 9.99289e-01
6.66650e+03 9.98766e-01
6.85979e+03 9.95742e-01
7.10249e+03 9.88153e-01
7.29547e+03 9.96379e-01
7.49583e+03 1.00316e+00
7.74617e+03 9.93701e-01
8.05633e+03 1.00212e+00
8.35322e+03 1.00183e+00
8.66157e+03 9.96305e-01
8.99425e+03 1.00264e+00
9.35841e+03 9.92532e-01
9.74906e+03 9.94535e-01
1.01575e+04 9.94794e-01
1.06882e+04 9.88143e-01
1.13461e+04 9.86951e-01
1.20126e+04 1.00279e+00
1.26634e+04 9.88515e-01
1.35446e+04 9.88178e-01
1.52200e+04 9.89670e-01
1.70577e+04 9.80093e-01
1.93058e+04 9.78440e-01
2.25015e+04 9.99800e-01
2.64622e+04 1.00000e+00
3.09989e+04 1.00000e+00
3.77658e+04 1.00000e+00
4.93610e+04 1.00000e+00
